"TITLE","YEAR","HAS_ANNOTATION","DETECTED_METHODS","CONFIDENCE","VOI","BAYESIAN","SIMULATION","UNCERTAINTY"
"Arrow-{Bayes} {Equilibria}: {A} {New} {Theory} of {Price} {Forecasting}",1987,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"An {Analytic} {Characterization} of {Navy} {Command} and {Control} {Decisions}",1979,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information mispurchase in judgment tasks: {A} task-driven causal mechanism",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Negotiating {U}.{S}.-{U}.{S}.{S}.{R}. joint ventures : enlisting computer models as aids in the process",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Consumer {Protection} in {Markets} with {Informationally} {Weak} {Buyers}",1981,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decision {Support} {Systems} for {Managing} and {Applying} {ITS} {Research}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Spatial data handling in data-poor environments",1986,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Book {Selection}, {Collection} {Development}, and {Bounded} {Rationality}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Inclusion} of {Expertise} in a {Decision} {Support} {System} for {Strategic} {Decision} {Making}",1985,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{SITING} {SLUDGE} {TREATMENT} {FACILITIES} {FOR} {THE} {CLEANUP} {OF} {BOSTON} {HARBOR}: {DECISION} {ANALYSIS} {AND} {PROBLEM} {FORMULATION}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Filling {Gaps} in {Incomplete} {Contracts}: {An} {Economic} {Theory} of {Default} {Rules}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{AGENCY} {THEORY} {AND} {ORGANIZATIONAL} {ANALYSIS}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"General {Information} {Programme} and {UNISIST} of the",1981,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Intraorganizational power considerations for designing information systems",1978,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{BEHAVIORAL} {MODELS} {OF} {STATE} {REGULATION}: {A} {CASE} {STUDY} {OF} {THE} {PENNSYLVANIA} {PUBLIC} {UTILITY} {COMMISSION} - {ProQuest}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Aviation {Maintenance} {Computerized} {Management} {Information} {Systems}: {Perspective} for the {Future}.",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decision {Making} about the {Value} of {Health} {Care} {Technologies}— ""{Is} the {Patient}'s {Voice} {Being} {Heard}?",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information {Centers} in the {United} {States} {Army}: {Movement} {Toward} {Maturity} {Through} {Strategic} {Planning}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information {Law} {Revisited}",1986,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information {Economics} and {Chemical} {Toxicity}: {Designing} {Laws} to {Produce} and {Use} {Data}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Information} {Systems} {Keyword} {Classification} {Scheme}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Responses to {Occupational} {Disease}: {The} {Role} of {Markets}, {Regulation}, and {Information}",1983,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{PLANNING} {MARKETING} {RESEARCH} {FOR} {COLLEGE} {AND} {UNIVERSITY} {CONTINUING} {EDUCATION} {PROGRAMS}. - {ProQuest}",1977,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Survey of the research into energy-economy interactions. {Volume} 1. {Survey}",1979,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ADAPTIVE} {ESTIMATION} {OF} {INFORMATION} {VALUES} {IN} {CONTINUOUS} {DECISION} {MAKING} {AND} {CONTROL} {OF} {REMOTELY} {PILOTED} {VEHICLES}",1977,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{EFFECTS} {OF} {COGNITIVE} {STYLE} {AND} {INFORMATION} {LOAD} {ON} {PROCESS} {IN} {A} {DECISION}-{MAKING} {TASK}. - {ProQuest}",1976,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"International {Geographic} {Information} {Systems} ({IGIS}) {Symposium}: {Overview} of research needs and the research agenda",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Auctions and {Bidding}",1987,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Property {Rights} in {Information} and the {Multinational} {Firm}: {The} {Case} of {Technical} {Learning} in a {Multiplant} {System}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"On stochastic programming ii: dynamic problems under risk ∗",1988,FALSE,"simulation","high",FALSE,FALSE,FALSE,FALSE
"The nature of the {Japanese} firm as a nexus of employment and financial contracts: {An} overview",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{THE} {DEVELOPMENT} {OF} {A} {LEISURE} {DISPOSITION} {SIMULATION} {MODEL} {AND} {ITS} {UTILIZATION} {IN} {URBAN} {RECREATION} {PLANNING}. - {ProQuest}",1979,FALSE,"simulation","high",FALSE,FALSE,TRUE,FALSE
"{MIS} {Software} {Effectiveness}.",1979,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Economic} {Value} of {Improved} {Fuels} and {Fire} {Behavior} {Information}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Ethics and {Values} in {Applied} {Social} {Research}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Personnel {Policy} in the {City}: {The} {Politics} of {Jobs} in {Oakland}",1977,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{PUBLIC} {POLICY} {IN} {EARTHQUAKE} {EFFECTS} {MITIGATION}: {EARTHQUAKE} {ENGINEERING} {AND} {EARTHQUAKE} {PREDICTION}. - {ProQuest}",1978,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Statutory} {Basis} of {Risk} {Assessment}",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Assessment} of {Laboratory} {Experiments} in {Accounting}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Issues in {Canadian}/{U}.{S}. {Transborder} {Computer} {Data} {Flows}: {Proceedings} of a {Conference} {Held} in {Montreal} at the {Four} {Seasons} {Hotel} and {Sponsored} by the {Institute} for {Research} on {Public} {Policy}, {September} 6, 1978",1979,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Geographically-referenced information for decision support ({GRIDS}): {A} study of spatial decision environments - {ProQuest}",1987,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Investment} {Approach} to a {Theory} of {Contract} {Mitigation}",1987,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Internal} {Division} of {Powers} in {Corporate} {Governance}",1985,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{INNOVATION}, {INFRASTRUCTURE} \& {DIGITAL} {LEARNING}",2019,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Choice and {Explanation}",1987,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decision {Analysis}: {Practice} and {Promise}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information management and educational pluralism",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Strategic} {Approach} to {Urban} {Research} and {Development}: {Social} and {Behavioral} {Science} {Considerations}: {Report} to the {Dept}. of {Housing} and {Urban} {Development}",1969,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{CRITERIA} {FOR} {EVALUATING} {THE} {EFFECTIVENESS} {OF} {LIBRARY} {OPERATIONS} {AND} {SERVICES}. {PHASE} {I}: {LITERATURE} {SEARCH} \& {STATE} {OF} {THE} {ART}",1967,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{AN} {INFORMATION} {THEORETIC} {APPROACH} {TO} {PORTFOLIO} {PERFORMANCE} {MEASUREMENT}. - {ProQuest}",1978,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Incompatibility} of {Copyright} and {Computer} {Software}: {An} {Economic} {Evaluation} and a {Proposal} for a {Marketplace} {Solution} {Comment}",1987,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"[{Book} {Review} of] {A} {History} and {Theory} of {Informed} {Consent}, by {Thomas} {Beauchamp} and {Ruth} {Faden}",1987,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Legal {Liabilities} and the {Market} for {Auditing} {Services}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Air {Force} {Journal} of {Logistics}",1980,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Limits} of {Scientific} {Reasoning}",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decisions under {Risk}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{EFFECTS} {OF} {DIFFERENTIALLY} {STRUCTURED} {CAREER} {COUNSELING} {ON} {THE} {DECISION} {QUALITY} {OF} {SUBJECTS} {WITH} {VARYING} {COGNITIVE} {STYLES} - {ProQuest}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{THE} {EFFECTS} {OF} {ENVIRONMENTAL}, {ORGANIZATIONAL} {AND} {PERSONAL} {CHARACTERISTICS} {ON} {BOUNDARY} {SPANNING} {ACTIVITIES} {AND} {ORGANIZATIONAL} {PERFORMANCE} {IN} {SMALL} {BUSINESS} {FIRMS} - {ProQuest}",1983,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Uncertainties and {Sensitivities} in the {Performance} of {Geologic} {Nuclear} {Waste} {Isolation} {Systems}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Search {Interview} {Techniques}, {Information} {Gain}, and {User} {Satisfaction} with {Online} {Bibliggraphic} {Retrieval} {Services}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ACHIEVING} {SOCIAL} {OBJECTIVES} {INTENTIONALLY} - {ProQuest}",1979,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Worthy {Monuments}: {Art} {Museums} and the {Politics} of {Culture} in {Nineteenth}-{Century} {France}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Efficient {Capital} {Markets} and {Martingales}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{CONSUMER} {WELFARE} {WITH} {COSTLY} {INFORMATION}: {THE} {THEORY} {AND} {IMPLICATIONS} {OF} {MARKET} {FAILURE} - {ProQuest}",1980,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Design for an advanced red agent for the {Rand} {Strategy} {Assessment} {Center}",1983,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{DELIVERABLE} - {NOVEMBER} 1984",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Analysis} of the {Effectiveness} {Evaluation} {Process} for {VP} {Antisubmarine} {Warfare} {Fleet} {Replacement} {Squadron} {Aircrew} {Training}.",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Economic {Benefits} of {Mt}. {Cook} {National} {Park}",1986,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ISSUES} {IN} {ELEMENTARY} {AND} {SECONDARY} {EDUCATION}",1980,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Five-year {Plan} for the {Food} and {Agricultural} {Sciences}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{FEDERAL} {PARTICIPATION} {IN} {COMMERCIAL} {TECHNOLOGY} {DEVELOPMENT}: {THE} {CASE} {OF} {SOLAR} {THERMAL} {TECHNOLOGIES} - {ProQuest}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{END} {USER} {SEARCHERS} {OF} {ONLINE} {BIBLIOGRAPHIC} {DATABASES} {IN} {AN} {INDUSTRIAL} {SETTING}: {TRAINING}, {USE} {AND} {PERCEIVED} {BENEFITS} - {ProQuest}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{RECYCLED} {WORKERS}: {RESPONSES} {OF} {SCHOOLTEACHERS} {TO} {OCCUPATIONAL} {DISPLACEMENT}. - {ProQuest}",1985,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ALTERNATIVE} {APPROACHES} {TO} {MODELING} {LONG}- {WORLD} {PAPER} {AND} {BOARD} {CONSUMPTION}: {AN} {ASSESSMENT} {OF} {THEIR} {USEF}'{ULNESS} {FOR} {PRACTICAL} {FORECASTING} {PURPOSES}",1987,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Strategic {Interaction}",1970,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decision {Aids} {Derived} from {HARPOON}/{TOMAHAWK} {Targeting} {Considerations}.",1981,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{COMPUTER} {USE} {IN} {HUMAN} {SERVICES}: {THE} {IMPLICATIONS} {OF} {THEORY} {AND} {PRACTICE}. - {ProQuest}",1978,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Mechanisms} of {Market} {Efficiency} {Symposium} on {Contemporary} {Problems} in {Securities} {Regulation}",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Court {Adjustment} of {Long}-{Term} {Contracts}: {An} {Analysis} under {Modern} {Contract} {Law}",1987,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{USE} {OF} {AN} {EXTENSION} {COMPUTER} {DECISION}-{AID} {PROGRAM} {BY} {HOME} {VEGETABLE} {GARDENERS} ({HORTICULTURE} {EDUCATION}, {COOPERATIVE} {EXTENSION}) - {ProQuest}",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{PITFALLS} {IN} {PLANNING} - {PROGRAMMING} - {BUDGETING} {SYSTEMS}. - {ProQuest}",1974,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Phase {Theory} and the {Judicial} {Process}",1965,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Educational planning: the internat. dimension",1995,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Recent {Experiences} with the {Qualiflex} {Multicriteria} {Method}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{SIMULATION} {ANALYSIS} {OF} {THE} {STATISTICAL} {VALIDITY} {OF} {THE} {INTERNAL} {CONTROL} {HYPOTHESIS} {OF} {AUDITING} {WITH} {IMPLICATIONS} {FOR} {SUBSTANTIVE} {TESTING} {METHODS} {AND} {LINKAGE} {RULES} - {ProQuest}",1980,FALSE,"simulation","high",FALSE,FALSE,TRUE,FALSE
"Solomonic {Judgements}: {Studies} in the {Limitation} of {Rationality}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Understanding commanders' information needs",2000,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"State of the {Art}—{A} {Survey} of {Partially} {Observable} {Markov} {Decision} {Processes}: {Theory}, {Models}, and {Algorithms}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Improving the {Reliability} of {Management} {Forecasts}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Consumer {Safety} {Regulation}: {Putting} a {Price} on {Life} and {Limb}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{AN} {ASSESSMENT} {OF} {THE} {VALUE} {OF} {CONSUMER} {INPUT} {INTO} {SOCIAL} {MARKETING} {DECISION}-{MAKING}. - {ProQuest}",1976,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Toxicity {Testing}: {Strategies} to {Determine} {Needs} and {Priorities}",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {PERCEIVED} {CONTROL} {ANALYSIS} {OF} {DECISION}-{MAKING} {BEHAVIOR} ({LOCUS} {OF} {CONTROL}, {LEARNED} {HELPLESSNESS}, {EMPLOYMENT}) - {ProQuest}",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ECONOMIC} {ANALYSIS} {OF} {THE} {IMPACT} {OF} {IMPERFECT} {CONSUMER} {INFORMATION} {REGARDING} {PERFORMANCE} {OF} {TEXTILE} {PRODUCTS} ({LABELS}, {ECONOMIC} {LOSS}, {SHRINKAGE}, {UTILITY}, {ALLOCATIVE} {ERROR}, {SATISFACTION}) - {ProQuest}",1985,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The effectiveness of computer-based information systems : definition and measurement",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ENVIRONMENTAL} {EVALUATION} {FORMATS} {FOR} {CITIZEN} {PARTICIPATION} - {ProQuest}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Panel {Discussion}: {Agency} {Release} and {Sharing} of {Information} {Your} {Business}, {Your} {Trade} {Secrets}, and {Your} {Government}: {A} {Seminar} on {Protecting} and {Obtaining} {Commercial} {Information} from the {Government}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{THE} {RELATIONSHIP} {OF} {PLANNING} {TO} {POLICY} {AND} {PROGRAMMATIC} {OUTCOMES}: {OLDER} {WHITE} {COLLAR} {WORKERS} {IN} {THE} {PRIVATE} {SECTOR} - {ProQuest}",1983,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Software {Engineering} {Economics}",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Agricultural {Marketing}: {A} {Review} of the {Literature} of {Marketing} {Theory} and of {Selected} {Applications}*",1976,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{CUE} {UTILIZATION} {IN} {THE} {QUALITY} {PERCEPTION} {PROCESS}: {A} {COGNITIVE} {MODEL} {ANDAN} {EMPIRICAL} {TEST} - {ProQuest}",1972,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A methodology for the evaluation of research and development projects and associated resource allocation",1981,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Factors {Affecting} the {Use} of {Market} {Research} {Information}: {A} {Path} {Analysis}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Improving science teaching practices",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {General} {Theory} for {Analyzing} {Catch} at {Age} {Data}",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The evolution of management accounting",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Marketing {Information}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{MANAGEMENT} {SCIENCE} {IN} {SPORTS}: {AN} {APPLICATION} {OF} {BUSINESS} {FORECASTING} {TECHNIQUES} {TO} {COLLEGIATE} {FOOTBALL}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Accounting information and employee decision making",1977,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"{DOCTOR} {OF} {PHILOSOPHY}",1970,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Comparison} of {Information} {System} {Development} {Methodologies}.",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{THE} {IMPACT} {OF} {CONSUMER} {REPORTS} {RATINGS} {ON} {PURCHASE} {BEHAVIOR} {AND} {POST}-{PURCHASE} {PRODUCT} {SATISFACTION} - {ProQuest}",1971,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Discussion by {Seminar} {Participants}",1979,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Internal} {Division} of {Powers} in {Corporate} {Governance} {Comparitive} {Corporate} {Law}: {An} {Investigation} of {Canada} and {U}.{S}. {Approaches} to {Selected} {Corporation} and {Company} {Law} {Applications} within the {Framework} of {Potentially} {Relevant} {Economic} {Insights}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Development} of {Canadian} {Law} on {Trans}-{Border} {Data} {Flow} {Note}",1983,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Relative {Risk} {Aversion}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{CONSERVATION} {OF} {BIOLOGICAL} {RESERVES} {IN} {INDONESIA}: {ECONOMIC} {ISSUES}, {BENEFITS} {AND} {COSTS}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The effect of accounting system type and ownership structure on hospital costs - {ProQuest}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The report of a special study carried on during {July} and {August}, 1969 under the auspices of {The} {Michigan} {State} {Department} of {Education}",1969,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{EMPLOYEE} {ACCEPTANCE} {OF} {PERFORMANCE} {APPRAISAL}: {PARTICIPATION} {IN} {THE} {DEVELOPMENT} {OF} {A} {PERFORMANCE} {APPRAISAL} {SYSTEM} - {ProQuest}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{AN} {EXAMINATION} {OF} {THE} {EFFECT} {OF} {SOURCE} {CREDIBILITY} {AND} {BEHAVIOR} {MODIFICATION} {STRATEGY} {ON} {ENROLLMENT} {IN} {A} {HEALTH} {CARE} {PLAN}. - {ProQuest}",1975,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {RESOURCE} {ASSESSMENT} {AND} {EVALUATION} {SYSTEM} {FOR} {LOCAL} {GOVERNMENT} - {ProQuest}",1980,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Interest {Groups} and the {Process} of {Financial} {Accounting}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Interactive and sequential aspects of information search - {ProQuest}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Comparison} of {Factors} {Affecting} {Use} of {Marketing} {Information} in {Consumer} and {Industrial} {Firms}",1987,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{EFFECTS} {OF} {REPORTING} {REQUIREMENTS} {ON} {THE} {BEHAVIOR} {OF} {INFORMATION} {SENDERS} - {ProQuest}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Economics} of outside {Information} and {Rule} 10b-5",1981,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Regulation} of {Insider} {Trading}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Restructuring the {Corporate} {Board} of {Directors}: {Fond} {Hope}: {Faint} {Promise}?",1978,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{DEMAND} {FOR} {PHYSICIANS}' {SERVICES}. - {ProQuest}",1976,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The contribution of agricultural economics to development",1985,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{THE} {EVALUATION} {OF} {REPEATED} {MEDICAL} {TESTS}: {LOGICAL} {AND} {STATISTICAL} {CONSIDERATIONS} - {ProQuest}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {IT} {Service} {Part} 1 - {The} {Essentials}",1970,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{EVALUATION} {SEQUENCE} {OF} {A} {SYSTEMATIC} {PLANNING} {AND} {EVALUATION} {MODEL}: {A} {HEURISTIC} {MODALITY} {FOR} {ASSESSING} {ORGANIZATIONAL} {ENTITIES} - {ProQuest}",NA,FALSE,"optimization","high",FALSE,FALSE,FALSE,FALSE
"{IDENTIFYING} {BUSINESS} {VALUE} {LINKAGES} {FOR} {INFORMATION} {TECHNOLOGY}:",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Freedom of {Information} {Act} {Dispute} {Resolution}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"First {Amendment} and {Economic} {Regulation}: {Away} from a {General} {Theory} of the {First} {Amendment}",1983,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{AN} {EMPIRICAL} {INVESTIGATION} {OF} {THE} {FORMAL} {SUPPORT} {FOR} {END} {USER} {COMPUTING} {DERIVED} {FROM} {THE} {INFORMATION} {CENTER} {CONCEPT} - {ProQuest}",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Knowledge acquisition as a social phenomenon",1986,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {CAUSAL} {MODEL} {OF} {EXTERNAL} {SEARCH} {FOR} {INFORMATION} {FOR} {DURABLES}--{A} {PARTICULAR} {INVESTIGATION} {IN} {THE} {CASE} {OF} {NEW} {AUTOMOBILES} - {ProQuest}",1987,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Applying {Antitrust} {Law} to {Collaboration} in the {Production} of {Information}: {The} {Case} of {Medical} {Technology} {Assessment} {Antitrust} and {Health} {Care}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Foreword: {The} {Court} and the {Economic} {System} {Supreme} {Court} 1983 {Term}, {The}",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {SYSTEM} {OF} {MODELS} {FOR} {QUANTITATIVE} {ANALYSIS} {OF} {MARKETING} {NEW} {PRODUCTS} - {ProQuest}",1966,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Public policy to govern exchange when information is costly: {Normative} analysis and empirical evidence from the sale of used cars - {ProQuest}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Economic} {Role} of the {Audit} in {Free} and {Regulated} {Markets}",1980,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Communication {Research} and the {New} {Media} {Technologies}",1983,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Role} of {Quality} of {Health} {Care} {Considerations} in {Antitrust} {Analysis} {Antitrust} and {Health} {Care}",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Joint} {Commission} on {Accreditation} of {Hospitals}: {Private} {Regulation} of {Health} {Care} and the {Public} {Interest}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{SOCIO}-{ECONOMIC} {IMPLICATIONS} {OF} {NEW} {INFORIbYTION} {TECHNOLOGY}",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{METHODS} {FOR} {GAS} {INVENTORY} {VERIFICATION} {IN} {UNDERGROUND} {RESERVOIRS}, {WITH} {AN} {EMPHASIS} {ON} {REDUCING} {RISK} - {ProQuest}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"How {Should} {Health} {Claims} for {Foods} be {Regulated}?: {An} {Economic} {Perspective}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"On {Human} {Information} {Processing} and {Inference} {Analysis} as {Large} {Scale} {Systems} {Problems}",1982,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Bargaining and the {Ethic} of {Process}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{AN} {ANALYSIS} {OF} {INFORMATION} {USE} {BY} {SCIENTISTS} {AND} {ENGINEERS} {IN} {THE} {PETROLEUM} {INDUSTRY} {IN} {NIGERIA} {NKEREUWEM}, {EDET} {EFIONG}.  {University} of {Michigan} {ProQuest} {Dissertations} {Publishing}, 1984. 8422299.",1984,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Radiographic absorptiometry for measuring bone mineral density",1988,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Making {Information} {Systems} {Work}",1981,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{MODELS} {FOR} {DECISION}-{MAKING} {IN} {AIR} {QUALITY} {MANAGEMENT} - {ProQuest}",1970,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Modeling {Managerial} {Behavior}: {Misperceptions} of {Feedback} in a {Dynamic} {Decision} {Making} {Experiment}",1989,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Note—{A} {Preference} {Ranking} {Organisation} {Method}: ({The} {PROMETHEE} {Method} for {Multiple} {Criteria} {Decision}-{Making})",1985,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
