"BIBTEXKEY","TITLE","method_focus","sentence_length","full_sentence_with_ref","sentence","bib_reference"
"demirel_sustainable_2023","Sustainable engineering: process intensification, energy analysis, and artificial intelligence","General Methodology",156,"title: sustainable engineering: process intensification, energy analysis, and artificial intelligence      annotation: export date: 05 may 2024; cited by: 2 [@demirel_sustainable_2023]","title: sustainable engineering: process intensification, energy analysis, and artificial intelligence      annotation: export date: 05 may 2024; cited by: 2","[@demirel_sustainable_2023]"
"yadav_modeling_2022","Modeling the barriers of the resilient supply chain: a fuzzy-dematel approach","General Methodology",101,"title: modeling the barriers of the resilient supply chain: a fuzzy-dematel approach      annotation: [@yadav_modeling_2022]","title: modeling the barriers of the resilient supply chain: a fuzzy-dematel approach      annotation:","[@yadav_modeling_2022]"
"hussaini_multi-period_2023","A multi-period multi-season multi-objective mathematical model for guaranteeing the viability of supply chains under fluctuations: a healthcare closed-loop supply chain application","General Methodology",242,"title: a multi-period multi-season multi-objective mathematical model for guaranteeing the viability of supply chains under fluctuations: a healthcare closed-loop supply chain application      annotation: export date: 05 may 2024; cited by: 1 [@hussaini_multi-period_2023]","title: a multi-period multi-season multi-objective mathematical model for guaranteeing the viability of supply chains under fluctuations: a healthcare closed-loop supply chain application      annotation: export date: 05 may 2024; cited by: 1","[@hussaini_multi-period_2023]"
"nadeetharu_economic_2023","Economic models of climate change: systematic review of benefits, limitations, and future directions","General Methodology",162,"title: economic models of climate change: systematic review of benefits, limitations, and future directions      annotation: export date: 05 may 2024; cited by: 0 [@nadeetharu_economic_2023]","title: economic models of climate change: systematic review of benefits, limitations, and future directions      annotation: export date: 05 may 2024; cited by: 0","[@nadeetharu_economic_2023]"
"boonkong_chinese_2023","Chinese and thai consumers’ willingness to pay for quality rice attributes: a discrete choice experiment method","General Methodology",173,"title: chinese and thai consumers’ willingness to pay for quality rice attributes: a discrete choice experiment method      annotation: export date: 05 may 2024; cited by: 0 [@boonkong_chinese_2023]","title: chinese and thai consumers’ willingness to pay for quality rice attributes: a discrete choice experiment method      annotation: export date: 05 may 2024; cited by: 0","[@boonkong_chinese_2023]"
"okada_supply_2023","Supply chain network model using multi-agent reinforcement learning for {COVID}-19","General Methodology",144,"title: supply chain network model using multi-agent reinforcement learning for {covid}-19      annotation: export date: 05 may 2024; cited by: 0 [@okada_supply_2023]","title: supply chain network model using multi-agent reinforcement learning for {covid}-19      annotation: export date: 05 may 2024; cited by: 0","[@okada_supply_2023]"
"sun_quantitative_2022","Quantitative models for interdependent functionality and recovery of critical infrastructure systems","General Methodology",124,"title: quantitative models for interdependent functionality and recovery of critical infrastructure systems      annotation: [@sun_quantitative_2022]","title: quantitative models for interdependent functionality and recovery of critical infrastructure systems      annotation:","[@sun_quantitative_2022]"
"jin_dynamic_2022","A dynamic hybrid decision model of cross-border natural gas investment","General Methodology",94,"title: a dynamic hybrid decision model of cross-border natural gas investment      annotation: [@jin_dynamic_2022]","title: a dynamic hybrid decision model of cross-border natural gas investment      annotation:","[@jin_dynamic_2022]"
"zimmerman_estimating_2022","Estimating allowable take for an increasing bald eagle population in the {United} {States}","General Methodology",310,"title: estimating allowable take for an increasing bald eagle population in the {united} {states}    keywords: allowable take, bald eagle, breeding bird survey, density dependence, haliaeetus leucocephalus, integrated population models, recruitment, survival  annotation: export date: 05 may 2024; cited by: 10 [@zimmerman_estimating_2022]","title: estimating allowable take for an increasing bald eagle population in the {united} {states}    keywords: allowable take, bald eagle, breeding bird survey, density dependence, haliaeetus leucocephalus, integrated population models, recruitment, survival  annotation: export date: 05 may 2024; cited by: 10","[@zimmerman_estimating_2022]"
"burbano-figueroa_active_2022","An active search for solutions in agricultural systems: a decision analysis perspective","General Methodology",111,"title: an active search for solutions in agricultural systems: a decision analysis perspective      annotation: [@burbano-figueroa_active_2022]","title: an active search for solutions in agricultural systems: a decision analysis perspective      annotation:","[@burbano-figueroa_active_2022]"
"rivera_gil_triggers_2022","Triggers for chemical product design: a systematic literature review","General Methodology",290,"title: triggers for chemical product design: a systematic literature review    keywords: business, chemical product design, company, consumer products, cosmetics, enterprise strategy, formulated product, patents, product design methodology  annotation: export date: 05 may 2024; cited by: 5 [@rivera_gil_triggers_2022]","title: triggers for chemical product design: a systematic literature review    keywords: business, chemical product design, company, consumer products, cosmetics, enterprise strategy, formulated product, patents, product design methodology  annotation: export date: 05 may 2024; cited by: 5","[@rivera_gil_triggers_2022]"
"abdelmaksoud_fuzzy-logistic_2022","Fuzzy-logistic models for incorporating epistemic uncertainty in bridge management decisions","General Methodology",133,"title: fuzzy-logistic models for incorporating epistemic uncertainty in bridge management decisions    keywords: read cw  annotation: [@abdelmaksoud_fuzzy-logistic_2022]","title: fuzzy-logistic models for incorporating epistemic uncertainty in bridge management decisions    keywords: read cw  annotation:","[@abdelmaksoud_fuzzy-logistic_2022]"
"kuhne_causal_2022","Causal evidence in health decision making: methodological approaches of causal inference and health decision science","General Methodology",178,"title: causal evidence in health decision making: methodological approaches of causal inference and health decision science      annotation: export date: 05 may 2024; cited by: 4 [@kuhne_causal_2022]","title: causal evidence in health decision making: methodological approaches of causal inference and health decision science      annotation: export date: 05 may 2024; cited by: 4","[@kuhne_causal_2022]"
"specht_framework_2022","A framework for evaluating the implications of assumptions in broad conservation strategies","General Methodology",232,"title: a framework for evaluating the implications of assumptions in broad conservation strategies    keywords: assessment, expectations, framework, management, technical assumption  annotation: export date: 05 may 2024; cited by: 2 [@specht_framework_2022]","title: a framework for evaluating the implications of assumptions in broad conservation strategies    keywords: assessment, expectations, framework, management, technical assumption  annotation: export date: 05 may 2024; cited by: 2","[@specht_framework_2022]"
"dwivedi_two-phase_2022","A two-phase approach to efficiently support product recovery systems in a circular economy context","General Methodology",122,"title: a two-phase approach to efficiently support product recovery systems in a circular economy context      annotation: [@dwivedi_two-phase_2022]","title: a two-phase approach to efficiently support product recovery systems in a circular economy context      annotation:","[@dwivedi_two-phase_2022]"
"das_building_2022","Building supply chain resilience in the era of {COVID}-19: an {AHP}-{DEMATEL} approach","General Methodology",149,"title: building supply chain resilience in the era of {covid}-19: an {ahp}-{dematel} approach      annotation: export date: 05 may 2024; cited by: 44 [@das_building_2022]","title: building supply chain resilience in the era of {covid}-19: an {ahp}-{dematel} approach      annotation: export date: 05 may 2024; cited by: 44","[@das_building_2022]"
"fischer_using_2022","Using surrogate taxa to inform response methods for invasive grass carp in the laurentian great lakes","General Methodology",163,"title: using surrogate taxa to inform response methods for invasive grass carp in the laurentian great lakes      annotation: export date: 05 may 2024; cited by: 1 [@fischer_using_2022]","title: using surrogate taxa to inform response methods for invasive grass carp in the laurentian great lakes      annotation: export date: 05 may 2024; cited by: 1","[@fischer_using_2022]"
"ohmer_spatiotemporal_2022","Spatiotemporal optimization of groundwater monitoring networks using data-driven sparse sensing methods","Optimization",165,"title: spatiotemporal optimization of groundwater monitoring networks using data-driven sparse sensing methods      annotation: export date: 05 may 2024; cited by: 2 [@ohmer_spatiotemporal_2022]","title: spatiotemporal optimization of groundwater monitoring networks using data-driven sparse sensing methods      annotation: export date: 05 may 2024; cited by: 2","[@ohmer_spatiotemporal_2022]"
"longshore_managing_2022","Managing logistics systems: planning and analysis for a successful supply chain","General Methodology",141,"title: managing logistics systems: planning and analysis for a successful supply chain      annotation: export date: 05 may 2024; cited by: 1 [@longshore_managing_2022]","title: managing logistics systems: planning and analysis for a successful supply chain      annotation: export date: 05 may 2024; cited by: 1","[@longshore_managing_2022]"
"price_framework_2022","A framework that considers the impacts of time, cost, and uncertainty in the determination of the cost effectiveness of toxicity-testing methodologies","General Methodology",212,"title: a framework that considers the impacts of time, cost, and uncertainty in the determination of the cost effectiveness of toxicity-testing methodologies      annotation: export date: 05 may 2024; cited by: 7 [@price_framework_2022]","title: a framework that considers the impacts of time, cost, and uncertainty in the determination of the cost effectiveness of toxicity-testing methodologies      annotation: export date: 05 may 2024; cited by: 7","[@price_framework_2022]"
"alberti_modelling_2022","Modelling a flexible two-phase inspection-maintenance policy for safety-critical systems considering revised and non-revised inspections","General Methodology",198,"title: modelling a flexible two-phase inspection-maintenance policy for safety-critical systems considering revised and non-revised inspections      annotation: export date: 05 may 2024; cited by: 6 [@alberti_modelling_2022]","title: modelling a flexible two-phase inspection-maintenance policy for safety-critical systems considering revised and non-revised inspections      annotation: export date: 05 may 2024; cited by: 6","[@alberti_modelling_2022]"
"de_diego_mapping_2022","Mapping research trends on strategic agility over the past 25 years: insights from a bibliometric approach","General Methodology",168,"title: mapping research trends on strategic agility over the past 25 years: insights from a bibliometric approach      annotation: export date: 05 may 2024; cited by: 8 [@de_diego_mapping_2022]","title: mapping research trends on strategic agility over the past 25 years: insights from a bibliometric approach      annotation: export date: 05 may 2024; cited by: 8","[@de_diego_mapping_2022]"
"udell_open_2022","Open removal models with temporary emigration and population dynamics to inform invasive animal management","General Methodology",168,"title: open removal models with temporary emigration and population dynamics to inform invasive animal management      annotation: export date: 05 may 2024; cited by: 5 [@udell_open_2022]","title: open removal models with temporary emigration and population dynamics to inform invasive animal management      annotation: export date: 05 may 2024; cited by: 5","[@udell_open_2022]"
"sun_cost-effectiveness_2021","Cost-effectiveness analysis of direct oral anticoagulants versus vitamin {K} antagonists for venous thromboembolism in {China}","General Methodology",188,"title: cost-effectiveness analysis of direct oral anticoagulants versus vitamin {k} antagonists for venous thromboembolism in {china}      annotation: export date: 05 may 2024; cited by: 5 [@sun_cost-effectiveness_2021]","title: cost-effectiveness analysis of direct oral anticoagulants versus vitamin {k} antagonists for venous thromboembolism in {china}      annotation: export date: 05 may 2024; cited by: 5","[@sun_cost-effectiveness_2021]"
"motamedi_sedeh_novel_2021","A novel hybrid {GA}-{PSO} optimization technique for multi-location facility maintenance scheduling problem","Optimization",170,"title: a novel hybrid {ga}-{pso} optimization technique for multi-location facility maintenance scheduling problem      annotation: export date: 05 may 2024; cited by: 14 [@motamedi_sedeh_novel_2021]","title: a novel hybrid {ga}-{pso} optimization technique for multi-location facility maintenance scheduling problem      annotation: export date: 05 may 2024; cited by: 14","[@motamedi_sedeh_novel_2021]"
"thompson_mechanistic_2021","Mechanistic invasive species management models and their application in conservation","General Methodology",254,"title: mechanistic invasive species management models and their application in conservation    keywords: biological invasions, dispersal, invasive species management, mathematical models, spatial spread  annotation: export date: 05 may 2024; cited by: 18 [@thompson_mechanistic_2021]","title: mechanistic invasive species management models and their application in conservation    keywords: biological invasions, dispersal, invasive species management, mathematical models, spatial spread  annotation: export date: 05 may 2024; cited by: 18","[@thompson_mechanistic_2021]"
"adkison_review_2022","A review of salmon spawner-recruitment analysis: the central role of the data and its impact on management strategy","General Methodology",245,"title: a review of salmon spawner-recruitment analysis: the central role of the data and its impact on management strategy  abstract: management of anadromous salmon stocks is usually based on an estimate of the spawner-recruitment relationship. [@adkison_review_2022]","title: a review of salmon spawner-recruitment analysis: the central role of the data and its impact on management strategy  abstract: management of anadromous salmon stocks is usually based on an estimate of the spawner-recruitment relationship.","[@adkison_review_2022]"
"adkison_review_2022","A review of salmon spawner-recruitment analysis: the central role of the data and its impact on management strategy","General Methodology",156,"a wide variety of estimation approaches have been developed, from simple to complex, and some worthwhile methodologies and auxiliary data are underutilized. [@adkison_review_2022]","a wide variety of estimation approaches have been developed, from simple to complex, and some worthwhile methodologies and auxiliary data are underutilized.","[@adkison_review_2022]"
"adkison_review_2022","A review of salmon spawner-recruitment analysis: the central role of the data and its impact on management strategy","General Methodology",144,"the types and quality of the data available determine the most appropriate assessment methodology and the reliability of the assessment results. [@adkison_review_2022]","the types and quality of the data available determine the most appropriate assessment methodology and the reliability of the assessment results.","[@adkison_review_2022]"
"adkison_review_2022","A review of salmon spawner-recruitment analysis: the central role of the data and its impact on management strategy","Bayesian",136,"this review gives an overview of the range of assessment methodologies, from the ad-hoc to hierarchical bayesian state-space approaches. [@adkison_review_2022]","this review gives an overview of the range of assessment methodologies, from the ad-hoc to hierarchical bayesian state-space approaches.","[@adkison_review_2022]"
"ryczynski_tactical_2021","Tactical risk assessment method for resilient fuel supply chains for a military peacekeeping operation","General Methodology",164,"title: tactical risk assessment method for resilient fuel supply chains for a military peacekeeping operation      annotation: export date: 05 may 2024; cited by: 9 [@ryczynski_tactical_2021]","title: tactical risk assessment method for resilient fuel supply chains for a military peacekeeping operation      annotation: export date: 05 may 2024; cited by: 9","[@ryczynski_tactical_2021]"
"wu_cost-effectiveness_2021","Cost-effectiveness analysis of direct oral anticoagulants vs. {Vitamin} {K} antagonists in the elderly with atrial fibrillation: insights from the evidence in a real-world setting","General Methodology",68,"title: cost-effectiveness analysis of direct oral anticoagulants vs. [@wu_cost-effectiveness_2021]","title: cost-effectiveness analysis of direct oral anticoagulants vs.","[@wu_cost-effectiveness_2021]"
"graves_comparison_2021","Comparison of decision modeling approaches for health technology and policy evaluation","General Methodology",148,"title: comparison of decision modeling approaches for health technology and policy evaluation      annotation: export date: 05 may 2024; cited by: 9 [@graves_comparison_2021]","title: comparison of decision modeling approaches for health technology and policy evaluation      annotation: export date: 05 may 2024; cited by: 9","[@graves_comparison_2021]"
"negrao_multidisciplinary_2021","Multidisciplinary approaches to crowdfunding platforms","General Methodology",78,"title: multidisciplinary approaches to crowdfunding platforms      annotation: [@negrao_multidisciplinary_2021]","title: multidisciplinary approaches to crowdfunding platforms      annotation:","[@negrao_multidisciplinary_2021]"
"li_investor_2021","Investor attention and cryptocurrency: evidence from wavelet-based quantile granger causality analysis","General Methodology",165,"title: investor attention and cryptocurrency: evidence from wavelet-based quantile granger causality analysis      annotation: export date: 05 may 2024; cited by: 30 [@li_investor_2021]","title: investor attention and cryptocurrency: evidence from wavelet-based quantile granger causality analysis      annotation: export date: 05 may 2024; cited by: 30","[@li_investor_2021]"
"thompson_reflections_2021","Reflections on modeling poliovirus transmission and the polio eradication endgame","General Methodology",144,"title: reflections on modeling poliovirus transmission and the polio eradication endgame      annotation: export date: 05 may 2024; cited by: 26 [@thompson_reflections_2021]","title: reflections on modeling poliovirus transmission and the polio eradication endgame      annotation: export date: 05 may 2024; cited by: 26","[@thompson_reflections_2021]"
"shone_applications_2021","Applications of stochastic modeling in air traffic management: methods, challenges and opportunities for solving air traffic problems under uncertainty","Simulation",214,"title: applications of stochastic modeling in air traffic management: methods, challenges and opportunities for solving air traffic problems under uncertainty      annotation: export date: 05 may 2024; cited by: 37 [@shone_applications_2021]","title: applications of stochastic modeling in air traffic management: methods, challenges and opportunities for solving air traffic problems under uncertainty      annotation: export date: 05 may 2024; cited by: 37","[@shone_applications_2021]"
"demirtas_which_2021","Which renewable energy consumption is more efficient by fuzzy {EDAS} method based on {PESTLE} dimensions?","General Methodology",112,"title: which renewable energy consumption is more efficient by fuzzy {edas} method based on {pestle} dimensions? [@demirtas_which_2021]","title: which renewable energy consumption is more efficient by fuzzy {edas} method based on {pestle} dimensions?","[@demirtas_which_2021]"
"dellis_economic_2021","An economic analysis of public law: demos and agora","General Methodology",75,"title: an economic analysis of public law: demos and agora      annotation: [@dellis_economic_2021]","title: an economic analysis of public law: demos and agora      annotation:","[@dellis_economic_2021]"
"framinan_modelling_2021","Modelling supply chain dynamics","General Methodology",94,"title: modelling supply chain dynamics      annotation: export date: 05 may 2024; cited by: 12 [@framinan_modelling_2021]","title: modelling supply chain dynamics      annotation: export date: 05 may 2024; cited by: 12","[@framinan_modelling_2021]"
"tesfay_developing_2021","Developing structured procedural and methodological engineering designs: applied industrial engineering tools","General Methodology",171,"title: developing structured procedural and methodological engineering designs: applied industrial engineering tools      annotation: export date: 05 may 2024; cited by: 3 [@tesfay_developing_2021]","title: developing structured procedural and methodological engineering designs: applied industrial engineering tools      annotation: export date: 05 may 2024; cited by: 3","[@tesfay_developing_2021]"
"abu-salih_social_2021","Social big data analytics: practices, techniques, and applications","General Methodology",156,"title: social big data analytics: practices, techniques, and applications  abstract:   keywords: read cw  annotation: export date: 05 may 2024; cited by: 21 [@abu-salih_social_2021]","title: social big data analytics: practices, techniques, and applications  abstract:   keywords: read cw  annotation: export date: 05 may 2024; cited by: 21","[@abu-salih_social_2021]"
"han_uncertainty_2021","Uncertainty in medicine: a framework for tolerance","General Methodology",74,"title: uncertainty in medicine: a framework for tolerance      annotation: [@han_uncertainty_2021]","title: uncertainty in medicine: a framework for tolerance      annotation:","[@han_uncertainty_2021]"
"hamdi_exploring_2021","Exploring the role of knowledge management and cognitive capability for business model change in the indonesian oil and gas industry","General Methodology",156,"title: exploring the role of knowledge management and cognitive capability for business model change in the indonesian oil and gas industry      annotation: [@hamdi_exploring_2021]","title: exploring the role of knowledge management and cognitive capability for business model change in the indonesian oil and gas industry      annotation:","[@hamdi_exploring_2021]"
"sett_autonomated_2020","Autonomated inspection policy for smart factory—an improved approach","General Methodology",130,"title: autonomated inspection policy for smart factory—an improved approach      annotation: export date: 05 may 2024; cited by: 7 [@sett_autonomated_2020]","title: autonomated inspection policy for smart factory—an improved approach      annotation: export date: 05 may 2024; cited by: 7","[@sett_autonomated_2020]"
"solomon_frontiers_2020","Frontiers in modelling social–ecological dynamics of recreational fisheries: a review and synthesis","General Methodology",162,"title: frontiers in modelling social–ecological dynamics of recreational fisheries: a review and synthesis      annotation: export date: 05 may 2024; cited by: 21 [@solomon_frontiers_2020]","title: frontiers in modelling social–ecological dynamics of recreational fisheries: a review and synthesis      annotation: export date: 05 may 2024; cited by: 21","[@solomon_frontiers_2020]"
"zeng_modeling_2020","Modeling evacuation route choices under influence of variable message signs","General Methodology",137,"title: modeling evacuation route choices under influence of variable message signs      annotation: export date: 05 may 2024; cited by: 5 [@zeng_modeling_2020]","title: modeling evacuation route choices under influence of variable message signs      annotation: export date: 05 may 2024; cited by: 5","[@zeng_modeling_2020]"
"ellis_active_2020","Active learning for efficiently training emulators of computationally expensive mathematical models","General Methodology",161,"title: active learning for efficiently training emulators of computationally expensive mathematical models      annotation: export date: 05 may 2024; cited by: 5 [@ellis_active_2020]","title: active learning for efficiently training emulators of computationally expensive mathematical models      annotation: export date: 05 may 2024; cited by: 5","[@ellis_active_2020]"
"arnillas_integrating_2021","Integrating watershed and ecosystem service models to assess best management practice efficiency: guidelines for lake erie managers and watershed modellers","General Methodology",218,"title: integrating watershed and ecosystem service models to assess best management practice efficiency: guidelines for lake erie managers and watershed modellers      annotation: export date: 05 may 2024; cited by: 15 [@arnillas_integrating_2021]","title: integrating watershed and ecosystem service models to assess best management practice efficiency: guidelines for lake erie managers and watershed modellers      annotation: export date: 05 may 2024; cited by: 15","[@arnillas_integrating_2021]"
"eastwood_developing_2020","Developing an approach to assess farmer perceptions of the value of pasture assessment technologies","General Methodology",161,"title: developing an approach to assess farmer perceptions of the value of pasture assessment technologies      annotation: export date: 05 may 2024; cited by: 6 [@eastwood_developing_2020]","title: developing an approach to assess farmer perceptions of the value of pasture assessment technologies      annotation: export date: 05 may 2024; cited by: 6","[@eastwood_developing_2020]"
"adamson_resource-harvester_2020","Resource-harvester cycles caused by delayed knowledge of the harvested population state can be dampened by harvester forecasting","General Methodology",138,"in this paper, we consider a generic resource-harvester model with delayed ecosystem knowledge and predictive behaviour by the harvesters. [@adamson_resource-harvester_2020]","in this paper, we consider a generic resource-harvester model with delayed ecosystem knowledge and predictive behaviour by the harvesters.","[@adamson_resource-harvester_2020]"
"crawford_risk_2020","Risk assessments and structured care interventions for prevention of foot ulceration in diabetes: development and validation of a prognostic model","General Methodology",209,"title: risk assessments and structured care interventions for prevention of foot ulceration in diabetes: development and validation of a prognostic model      annotation: export date: 05 may 2024; cited by: 11 [@crawford_risk_2020]","title: risk assessments and structured care interventions for prevention of foot ulceration in diabetes: development and validation of a prognostic model      annotation: export date: 05 may 2024; cited by: 11","[@crawford_risk_2020]"
"dwivedi_hybrid_2020","A hybrid approach for modeling the key performance indicators of information facilitated product recovery system","General Methodology",175,"title: a hybrid approach for modeling the key performance indicators of information facilitated product recovery system      annotation: export date: 05 may 2024; cited by: 29 [@dwivedi_hybrid_2020]","title: a hybrid approach for modeling the key performance indicators of information facilitated product recovery system      annotation: export date: 05 may 2024; cited by: 29","[@dwivedi_hybrid_2020]"
"haghighat_multi-objective_2021","Multi-objective conflict resolution optimization model for reservoir’s selective depth water withdrawal considering water quality","Optimization",192,"title: multi-objective conflict resolution optimization model for reservoir’s selective depth water withdrawal considering water quality      annotation: export date: 05 may 2024; cited by: 13 [@haghighat_multi-objective_2021]","title: multi-objective conflict resolution optimization model for reservoir’s selective depth water withdrawal considering water quality      annotation: export date: 05 may 2024; cited by: 13","[@haghighat_multi-objective_2021]"
"rofin_equilibrium_2020","Equilibrium analysis of dual-channel supply chain under retailer's greening cost information asymmetry","General Methodology",164,"title: equilibrium analysis of dual-channel supply chain under retailer's greening cost information asymmetry      annotation: export date: 05 may 2024; cited by: 1 [@rofin_equilibrium_2020]","title: equilibrium analysis of dual-channel supply chain under retailer's greening cost information asymmetry      annotation: export date: 05 may 2024; cited by: 1","[@rofin_equilibrium_2020]"
"chilmon_modelling_2020","Modelling and simulation considerations for an end-to-end supply chain system","Simulation",140,"title: modelling and simulation considerations for an end-to-end supply chain system      annotation: export date: 05 may 2024; cited by: 16 [@chilmon_modelling_2020]","title: modelling and simulation considerations for an end-to-end supply chain system      annotation: export date: 05 may 2024; cited by: 16","[@chilmon_modelling_2020]"
"eaton_integrated_2021","Integrated hierarchical models to inform management of transitional habitat and the recovery of a habitat specialist","Bayesian",406,"title: integrated hierarchical models to inform management of transitional habitat and the recovery of a habitat specialist    keywords: adaptive management, aphelocoma coerulescens, bayesian modeling, florida scrub-jay, habitat specialization, hierarchical models, markov transitions, model updating, parameter estimation, transitional habitat management  annotation: export date: 05 may 2024; cited by: 6 [@eaton_integrated_2021]","title: integrated hierarchical models to inform management of transitional habitat and the recovery of a habitat specialist    keywords: adaptive management, aphelocoma coerulescens, bayesian modeling, florida scrub-jay, habitat specialization, hierarchical models, markov transitions, model updating, parameter estimation, transitional habitat management  annotation: export date: 05 may 2024; cited by: 6","[@eaton_integrated_2021]"
"hendiani_multi-stage_2020","A multi-stage multi-criteria hierarchical decision-making approach for sustainable supplier selection","General Methodology",164,"title: a multi-stage multi-criteria hierarchical decision-making approach for sustainable supplier selection      annotation: export date: 05 may 2024; cited by: 85 [@hendiani_multi-stage_2020]","title: a multi-stage multi-criteria hierarchical decision-making approach for sustainable supplier selection      annotation: export date: 05 may 2024; cited by: 85","[@hendiani_multi-stage_2020]"
"degeling_introduction_2020","Introduction to metamodeling for reducing computational burden of advanced analyses with health economic models: a structured overview of metamodeling methods in a 6-step application process","General Methodology",252,"title: introduction to metamodeling for reducing computational burden of advanced analyses with health economic models: a structured overview of metamodeling methods in a 6-step application process      annotation: export date: 05 may 2024; cited by: 7 [@degeling_introduction_2020]","title: introduction to metamodeling for reducing computational burden of advanced analyses with health economic models: a structured overview of metamodeling methods in a 6-step application process      annotation: export date: 05 may 2024; cited by: 7","[@degeling_introduction_2020]"
"odonnell_category_2020","Category count models for adaptive management of metapopulations: case study of an imperiled salamander","General Methodology",165,"title: category count models for adaptive management of metapopulations: case study of an imperiled salamander      annotation: export date: 05 may 2024; cited by: 3 [@odonnell_category_2020]","title: category count models for adaptive management of metapopulations: case study of an imperiled salamander      annotation: export date: 05 may 2024; cited by: 3","[@odonnell_category_2020]"
"ching_structural_2019","Structural models of the prescription drug market","General Methodology",111,"title: structural models of the prescription drug market      annotation: export date: 05 may 2024; cited by: 2 [@ching_structural_2019]","title: structural models of the prescription drug market      annotation: export date: 05 may 2024; cited by: 2","[@ching_structural_2019]"
"karamoozian_probability_2020","Probability based survey of braking system: a pareto-optimal approach","General Methodology",132,"title: probability based survey of braking system: a pareto-optimal approach      annotation: export date: 05 may 2024; cited by: 22 [@karamoozian_probability_2020]","title: probability based survey of braking system: a pareto-optimal approach      annotation: export date: 05 may 2024; cited by: 22","[@karamoozian_probability_2020]"
"shekarian_review_2020","A review of factors affecting closed-loop supply chain models","General Methodology",124,"title: a review of factors affecting closed-loop supply chain models      annotation: export date: 05 may 2024; cited by: 94 [@shekarian_review_2020]","title: a review of factors affecting closed-loop supply chain models      annotation: export date: 05 may 2024; cited by: 94","[@shekarian_review_2020]"
"rothery_using_2020","Using meta-analysis to plan further research","General Methodology",106,"title: using meta-analysis to plan further research      annotation: export date: 05 may 2024; cited by: 0 [@rothery_using_2020]","title: using meta-analysis to plan further research      annotation: export date: 05 may 2024; cited by: 0","[@rothery_using_2020]"
"mandrella_synthesizing_2020","Synthesizing and integrating research on it-based value cocreation: a meta-analysis","General Methodology",146,"title: synthesizing and integrating research on it-based value cocreation: a meta-analysis      annotation: export date: 05 may 2024; cited by: 21 [@mandrella_synthesizing_2020]","title: synthesizing and integrating research on it-based value cocreation: a meta-analysis      annotation: export date: 05 may 2024; cited by: 21","[@mandrella_synthesizing_2020]"
"tiedemann_demand-driven_2020","Demand-driven supply chain operations management strategies–a literature review and conceptual model","General Methodology",162,"title: demand-driven supply chain operations management strategies–a literature review and conceptual model      annotation: export date: 05 may 2024; cited by: 7 [@tiedemann_demand-driven_2020]","title: demand-driven supply chain operations management strategies–a literature review and conceptual model      annotation: export date: 05 may 2024; cited by: 7","[@tiedemann_demand-driven_2020]"
"goodarzi_how_2020","How to measure bullwhip effect by network data envelopment analysis?","General Methodology",75,"title: how to measure bullwhip effect by network data envelopment analysis? [@goodarzi_how_2020]","title: how to measure bullwhip effect by network data envelopment analysis?","[@goodarzi_how_2020]"
"tung_survey_2020","A survey on river water quality modelling using artificial intelligence models: 2000–2020","General Methodology",153,"title: a survey on river water quality modelling using artificial intelligence models: 2000–2020      annotation: export date: 05 may 2024; cited by: 369 [@tung_survey_2020]","title: a survey on river water quality modelling using artificial intelligence models: 2000–2020      annotation: export date: 05 may 2024; cited by: 369","[@tung_survey_2020]"
"keller_scheduling_2020","Scheduling flexible demand in cloud computing spot markets: a real options approach","General Methodology",146,"title: scheduling flexible demand in cloud computing spot markets: a real options approach      annotation: export date: 05 may 2024; cited by: 15 [@keller_scheduling_2020]","title: scheduling flexible demand in cloud computing spot markets: a real options approach      annotation: export date: 05 may 2024; cited by: 15","[@keller_scheduling_2020]"
"golghamat_raad_hybrid_2020","A hybrid framework for ranking the knowledge management solutions adoption in supply chains","General Methodology",153,"title: a hybrid framework for ranking the knowledge management solutions adoption in supply chains      annotation: export date: 05 may 2024; cited by: 7 [@golghamat_raad_hybrid_2020]","title: a hybrid framework for ranking the knowledge management solutions adoption in supply chains      annotation: export date: 05 may 2024; cited by: 7","[@golghamat_raad_hybrid_2020]"
"folt_modeling_2020","Modeling strategies and evaluating success during repatriations of elusive and endangered species","General Methodology",159,"title: modeling strategies and evaluating success during repatriations of elusive and endangered species      annotation: export date: 05 may 2024; cited by: 8 [@folt_modeling_2020]","title: modeling strategies and evaluating success during repatriations of elusive and endangered species      annotation: export date: 05 may 2024; cited by: 8","[@folt_modeling_2020]"
"yehia_probabilistic_2020","Probabilistic infrastructure performance models: an iterative-methods approach","General Methodology",141,"title: probabilistic infrastructure performance models: an iterative-methods approach      annotation: export date: 05 may 2024; cited by: 14 [@yehia_probabilistic_2020]","title: probabilistic infrastructure performance models: an iterative-methods approach      annotation: export date: 05 may 2024; cited by: 14","[@yehia_probabilistic_2020]"
"alkraiji_weighting_2020","Weighting the challenges to the effectiveness of business intelligence systems in organisations: an empirical study of government organisations in {Saudi} {Arabia}","General Methodology",314,"title: weighting the challenges to the effectiveness of business intelligence systems in organisations: an empirical study of government organisations in {saudi} {arabia}    keywords: analytic hierarchy process method, business intelligence, delphi method, multi-criteria decision analysis  annotation: cited by :7 [@alkraiji_weighting_2020]","title: weighting the challenges to the effectiveness of business intelligence systems in organisations: an empirical study of government organisations in {saudi} {arabia}    keywords: analytic hierarchy process method, business intelligence, delphi method, multi-criteria decision analysis  annotation: cited by :7","[@alkraiji_weighting_2020]"
